관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
연미사 종합안내소,제비원연미사,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,3,Y,Y,Y,,000-000-0000,경상북도 안동시 제비원로 672,경상북도 안동시 이천동 708-3,경상북도 안동시청,tourandong.com,36.60626702,128.706136,2019-05-07,5070000,경상북도 안동시
태사묘 종합안내소,태사묘,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,3,Y,Y,Y,,000-000-0000,경상북도 안동시 태사길 13,경상북도 안동시 북문동 23,경상북도 안동시청,tourandong.com,36.56672742,128.731805,2019-05-07,5070000,경상북도 안동시
버스터미널 종합안내소,버스터미널,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,3,Y,Y,Y,,000-000-0000,경상북도 안동시 경동로 130,경상북도 안동시 송현동 713-6,경상북도 안동시청,tourandong.com,36.57489088,128.6765964,2019-05-07,5070000,경상북도 안동시
선비순례길 종합안내소,선비순례길,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,3,Y,Y,Y,,054-843-0010,경상북도 안동시 도산면 선성중앙길 24,경상북도 안동시 도산면 서부리 174-105,경상북도 안동시청,tourandong.com,36.69811622,128.8113161,2019-05-07,5070000,경상북도 안동시
김천시 관광안내소,경상북도 김천시 남면 혁신1로 51,경상북도,김천시,김천시 관광안내 및 홍보,관광안내전자지도,일월공휴일,9:00,18:00,9:00,18:00,1,N,N,N,N,054-437-9667,경상북도 김천시 남면 혁신1로 51,경상북도 김천시 남면 옥산리 790,문화관광과,N,36.113529,128.181178,2019-09-16,5060000,경상북도 김천시
대천역 관광안내소,대천관리역 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,없음,9:00,18:00,9:00,18:00,2,Y,Y,Y,-,041-932-2023,충청남도 보령시 대해로 116,충청남도 보령시 내항동 336-11,보령시 관광과,http://www.brcn.go.kr/,36.3415181,126.5865576,2019-09-06,4510000,충청남도 보령시
시민탑광장 관광안내소,시민탑광장 안내소 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,없음,10:00,17:00,10:00,17:00,1,Y,N,N,,041-930-3748,충청남도 보령시 해수욕장4길 7,충청남도 보령시 신흑동 2107,보령시 관광과,http://www.brcn.go.kr/,36.3054077,126.5160516,2019-09-06,4510000,충청남도 보령시
머드광장 관광안내소,머드광장 안내소 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,없음,10:00,17:00,10:00,17:00,1,Y,N,N,,041-930-3887,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,보령시 관광과,http://www.brcn.go.kr/,36.3155199,126.5107767,2019-09-06,4510000,충청남도 보령시
천안역 관광안내소,천안시 동남구 대흥로 239,충청남도,천안시,천안시 교통 및 관광 등 안내,,설날/ 추석,9:00,18:00,9:00,18:00,2,N,N,N,,041-521-2038,충청남도 천안시 동남구 대흥로 239,충청남도 천안시 동남구 대흥동 57-72,충청남도 천안시청,cheonan.go.kr,36.81232127,127.1468206,2019-06-20,6440000,충청남도
천안종합터미널 관광안내소,천안시 신부동,충청남도,천안시,천안시 교통 및 관광 등 안내,,설날/ 추석,9:00,18:00,9:00,18:00,2,N,N,N,,041-569-0041,충청남도 천안시 동남구 만남로 43,충청남도 천안시 동남구 신부동 356-6,충청남도 천안시청,cheonan.go.kr,36.81959489,127.1554333,2019-06-20,6440000,충청남도
천안아산역 관광안내소(천안),아산시 배방읍 희망로 100,충청남도,천안시,천안시 교통 및 관광 등 안내,,설날/ 추석,9:00,18:00,9:00,18:00,2,N,N,N,,041-521-2050,충청남도 아산시 배방읍 희망로 100,충청남도 아산시 배방읍 장재리 305,충청남도 천안시청,cheonan.go.kr,36.79452762,127.1044519,2019-06-20,6440000,충청남도
공주역 관광안내소,공주시 이인면 새빛로 100,충청남도,공주시,공주시 관광안내,홍보물 배부,설날/ 추석,9:00,18:00,9:00,18:00,1,N,N,N,,041-852-8513,충청남도 공주시 이인면 새빛로 100(이인면),충청남도 공주시 이인면 신영리 167-1,충청남도 공주시청,http://tour.gongju.go.kr/html/kr/,36.33231355,127.0967389,2019-06-20,6440000,충청남도
공산성 관광안내소,공주시 웅진로 280,충청남도,공주시,유네스코 세계유산 공산성 등 공주시 관광안내,홍보물 배부/ 핸드폰 충전/ 락카룸,설날/ 추석,9:00,18:00,9:00,18:00,2,Y,Y,N,,041-856-7700,충청남도 공주시 웅진로 280(금성동),충청남도 공주시 금성동 65-3,충청남도 공주시청,http://tour.gongju.go.kr/html/kr/,36.46521533,127.123603,2019-06-20,6440000,충청남도
무령왕릉 관광안내소,공주시 왕릉로 37-2,충청남도,공주시,무령왕릉 등 공주시 관광안내,홍보물 배부/ 핸드폰 충전,설날/ 추석,9:00,18:00,9:00,18:00,2,N,Y,Y,,041-856-3151,충청남도 공주시 왕릉로 37,충청남도 공주시 웅진동 57-1,충청남도 공주시청,http://tour.gongju.go.kr/html/kr/,36.46060505,127.1126907,2019-06-20,6440000,충청남도
공주버스터미널 관광안내소,공주시 신관로 74,충청남도,공주시,공주시 관광안내,홍보물 배부,설날/ 추석,9:00,18:00,9:00,18:00,1,N,N,N,,041-852-5567,충청남도 공주시 신관로 74(신관동),충청남도 공주시 신관동 609,충청남도 공주시청,http://tour.gongju.go.kr/html/kr/,36.46850523,127.1347311,2019-06-20,6440000,충청남도
대천역 관광안내소,보령시 대해로 116,충청남도,보령시,보령시 관광안내소,홍보책자 배부,없음,9:00,18:00,9:00,18:00,2,N,Y,Y,"일어,중국어",041-930-3672,충청남도 보령시 대해로 116,충청남도 보령시 내항동 336-11,충청남도 보령시청,http://www.brcn.go.kr/tour.do,36.34161854,126.5864122,2019-06-20,6440000,충청남도
대천해수욕장 시민탑 광장 관광안내소,보령시 대해로 889,충청남도,보령시,보령시 관광안내소,홍보책자 배부,없음,10:00,17:00,10:00,17:00,1,N,N,N,,041-930-3748,충청남도 보령시 대해로 889,충청남도 보령시 신흑동 1997,충청남도 보령시청,http://www.brcn.go.kr/tour.do,36.3053394,126.5173712,2019-06-20,6440000,충청남도
대천해수욕장 머드광장 관광안내소,보령시 머드로 123,충청남도,보령시,보령시 관광안내소,홍보책자 배부,없음,10:00,17:00,10:00,17:00,1,N,N,N,,041-930-3887,충청남도 보령시 머드로 123,,충청남도 보령시청,http://www.brcn.go.kr/tour.do,36.3155199,126.5108563,2019-06-20,6440000,충청남도
온양온천역 관광안내소,아산시 온천대로 1496,충청남도,아산시,온양온천역 광장 내 위치하며 아산의 관광정보가 필요한 여행객을 위한 관광안내지도 및 관광홍보 리플릿 배포 및 외국어 통역 가능 관광안내 통역사가 근무하고 있음,홍보물 배부,"설,추석명절",9:00,18:00,9:00,18:00,3,Y,Y,Y,"영어,일본어,중국어",041-540-2517,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-2,충청남도 아산시청,https://www.asan.go.kr/tour/main/,36.78046918,127.0034503,2019-06-20,6440000,충청남도
천안아산역 관광안내소(아산),아산시 배방읍 희망로 100,충청남도,아산시,KTX천안아산역 내 위치하며 아산의 관광정보가 필요한 여행객을 위한 관광안내지도 및 관광홍보 리플릿 배포 및 외국어 통역 가능 관광안내 통역사가 근무하고 있음,홍보물 배부,"설,추석명절",9:00,18:00,9:00,18:00,1,Y,Y,Y,"영어,일본어,중국어",041-538-8018,충청남도 아산시 배방읍 희망로 100,충청남도 아산시 배방읍 장재리 364-4,충청남도 아산시청,https://www.asan.go.kr/tour/main/,36.79452762,127.1044519,2019-06-20,6440000,충청남도
당진시 관광안내소,당진시 밤절로 149,충청남도,당진시,터미널부지내소재,,명절당일하루,10:00,17:00,10:00,17:00,1,N,N,N,,041-358-3357,충청남도 당진시 밤절로 149,충청남도 당진시 수청동 979,충청남도 당진시청,-,36.90234649,126.6454349,2019-06-20,6440000,충청남도
금산군 관광안내소,금산군 금산읍 인삼광장로 33,충청남도,금산군,"금산군 관광안내소는 금산인삼약초시장 입구에 위치하고 있어 금산군을 방문하는 관광객에게 다양한 정보를 제공합니다. 관광안내물 배부, 문화관광해설사 예약안내, 단체관람객 안내, 금산특산물, 음식, 숙박정보제공 등 금산군의 관광명소를 찾는 여러분께 친절한 안내를 통해 행복하고 즐거운 금산 방문이 되도록 최선을 다하겠습니다.","관광안내지도 및 책자 배부 및 관광안내, 문화관광해설",연중무휴,9:00,18:00,9:00,18:00,1,Y,N,Y,"영어,중국어",041-750-2626,충청남도 금산군 금산읍 인삼광장로 33,충청남도 금산군 금산읍 신대리 676-2,충청남도 금산군청,http://www.geumsan.go.kr/html/tour/,36.10014122,127.4998517,2019-06-20,6440000,충청남도
충남종합 관광안내소,부여군 성왕로 247-9,충청남도,부여군,"부소산성 입구에 위치, 부여군의 관광정보가 필요한 여행객을 위한 관광안내지도 및 관광홍보 리플릿 배포, 외국어 통역 가능 관광안내 통역사 근무",홍보물 배부,명절당일하루,9:00,18:00,9:00,18:00,3,Y,Y,Y,"영어, 일본어, 중국어",041-830-2880,충청남도 부여군 부여읍 성왕로 247-9,충청남도 부여군 부여읍 관북리 77,충청남도 부여군청,http://tour.buyeo.go.kr/html/tour/,36.2840387,126.9145318,2019-06-20,6440000,충청남도
서천종합관광안내소,금강하굿둑 관광지 내,충청남도,서천군,"서천군 주요 관광지 및 지역축제, 행사를 안내합니다","홍보물 배부, 수유실","설, 추석 명절 연휴",9:00,18:00,9:00,18:00,1,N,N,N,,041-952-9525,충청남도 서천군 마서면 장산로855번길 2,충청남도 서천군 마서면 도삼리 71-8,충청남도 서천군청,http://www.seocheon.go.kr/tour.do,36.019254,126.7374227,2019-06-20,6440000,충청남도
홍성군 관광안내소,홍성군 홍성읍 고암리 420-11,충청남도,홍성군,홍성군 관광안내소입니다.,,매주월요일,9:00,17:00,9:00,17:00,1,N,N,N,,041-633-1141,충청남도 홍성군 홍성읍 조양로247번길 2,충청남도 홍성군 홍성읍 고암리 420-11,충청남도 홍성군청,http://tour.hongseong.go.kr/tour.do,36.60024946,126.6771678,2019-06-20,6440000,충청남도
예산군 관광안내소,예산군 덕산면 온천단지2로 11,충청남도,예산군,예산군 관광에 대한 전반적인 자료와 안내를 받을 수 있습니다.,야외족욕장 운영,명절 당일,9:00,18:00,9:00,18:00,2,N,N,N,,041-339-8930,충청남도 예산군 덕산면 온천단지2로 11,충청남도 예산군 덕산면 신평리 513,충청남도 예산군청,http://tour.yesan.go.kr/tour/sub04_06_01.do,36.69075649,126.6593928,2019-06-20,6440000,충청남도
당암리 관광안내소,태안군 남면 천수만로 467,충청남도,태안군,태안군 관광안내소입니다.,,없음,10:00,17:00,10:00,17:00,1,Y,N,N,,041-670-2543,충청남도 태안군 남면 천수만로 467,충청남도 태안군 남면 당암리 980,충청남도 태안군청,-,36.6251112,126.3593718,2019-06-20,6440000,충청남도
장릉종합관광안내소,장릉 입구,강원도,영월군,영월군 관광객을 대상으로 안내서비스를 제공합니다,,연중무휴,9:00,18:00,9:00,18:00,3,N,N,N,,033-374-4215,강원도 영월군 영월읍 단종로 190,강원도 영월군 영월읍 영흥리 1087,강원도 영월군청,www.ywtour.com,37.195712,128.45435,2018-10-05,4270000,강원도 영월군
고씨굴관광안내소,고씨굴 입구,강원도,영월군,영월군 관광객을 대상으로 안내서비스를 제공합니다,,연중무휴,9:00,18:00,9:00,18:00,,N,N,N,,033-372-6870,강원도 영월군 영월읍 김삿갓면 영월동로 1111,,강원도 영월군청,,37.130865,128.535649,2018-10-05,4270000,강원도 영월군
청령포관광안내소,강원도 영월군 영월읍 청령포로 133,강원도,영월군,영월군 관광객을 대상으로 안내서비스를 제공합니다,,연중무휴,9:00,18:00,9:00,18:00,2,N,N,N,,033-374-1317,강원도 영월군 영월읍 청령포로 133,강원도 영월군 영월읍 방절리 241-1,강원도 영월군청,www.ywtour.com,37.177602,128.447809,2018-10-05,4270000,강원도 영월군
충주종합관광안내소,중앙탑,충청북도,충주시,"온천의 도시, 충주시 관광안내소입니다.","휠체어, 유모차, 인터넷검색","설날, 추석",9:00,18:00,9:00,18:00,2,N,N,N,,043-842-0531,충청북도 충주시 중앙탑면 중앙탑길 112-9(탑평리),충청북도 충주시 중앙탑면 탑평리 53-1,충청북도 충주시청,https://www.chungju.go.kr/tour/index.do,37.0177978,127.865025,2019-04-01,4390000,충청북도 충주시
터미널관광안내소,터미널,충청북도,충주시,"온천의 도시, 충주시 관광안내소입니다.",없음,"설날, 추석",9:00,18:00,9:00,18:00,1,N,N,N,,043-850-7329,충청북도 충주시 봉계1길 49(칠금동),충청북도 충주시 칠금동 849,충청북도 충주시청,https://www.chungju.go.kr/tour/index.do,36.98159854,127.914322,2019-04-01,4390000,충청북도 충주시
수안보관광안내소,수안보,충청북도,충주시,"온천의 도시, 충주시 관광안내소입니다.",없음,"설날, 추석",9:00,18:00,9:00,18:00,1,N,N,N,,043-845-7829,충청북도 충주시 수안보면 주정산로 12(온천리),충청북도 충주시 수안보면 온천리 295-8,충청북도 충주시청,https://www.chungju.go.kr/tour/index.do,36.848386,127.9890141,2019-04-01,4390000,충청북도 충주시
충주종합관광안내소,중앙탑,충청북도,충주시,"온천의 도시, 충주시 관광안내소입니다.","휠체어, 유모차, 인터넷검색","설날, 추석",9:00,18:00,9:00,18:00,2,N,N,N,,043-842-0531,충청북도 충주시 중앙탑면 중앙탑길 112-9(탑평리),충청북도 충주시 중앙탑면 탑평리 53-1,충청북도 충주시청,https://www.chungju.go.kr/tour/index.do,37.0177978,127.865025,2019-04-01,4390000,충청북도 충주시
터미널관광안내소,터미널,충청북도,충주시,"온천의 도시, 충주시 관광안내소입니다.",없음,"설날, 추석",9:00,18:00,9:00,18:00,1,N,N,N,,043-850-7329,충청북도 충주시 봉계1길 49(칠금동),충청북도 충주시 칠금동 849,충청북도 충주시청,https://www.chungju.go.kr/tour/index.do,36.98159854,127.914322,2019-04-01,4390000,충청북도 충주시
수안보관광안내소,수안보,충청북도,충주시,"온천의 도시, 충주시 관광안내소입니다.",없음,"설날, 추석",9:00,18:00,9:00,18:00,1,N,N,N,,043-845-7829,충청북도 충주시 수안보면 주정산로 12(온천리),충청북도 충주시 수안보면 온천리 295-8,충청북도 충주시청,https://www.chungju.go.kr/tour/index.do,36.848386,127.9890141,2019-04-01,4390000,충청북도 충주시
만화정 관광안내소,만화정 정문,경상북도,청도군,운강고택 및 만화정 시설안내,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,054-370-2378,경상북도 청도군 금천면 선암로 455-27,경상북도 청도군 금천면 신지리 211-4,경상북도 청도군청,tour.cd.go.kr,35.6777046,128.891661,2019-05-15,5190000,경상북도 청도군
운문사 관광안내소,운문사 정문,경상북도,청도군,운문사 관광 안내,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,054-370-2378,경상북도 청도군 운문면 운문사길 264,경상북도 청도군 운문면 신원리 1794,경상북도 청도군청,tour.cd.go.kr,35.6611331,128.9600846,2019-05-15,5190000,경상북도 청도군
